n,m,range,seed,seed2,seed3,mean,variance,period,chi,kp,km
3856,45208,41352,1817,15566,17854,2157097640.2686,1531038306549346638.6574,41353,16.3118,0.001,0.0051
4317,21727,17410,16444,29088,24864,2157657035.5339,1549536354793202335.2543,17411,16.837,0.0032,0.0069
13990,39786,25796,851,7251,12115,2157075488.3466,1532760687650541503.0491,25797,5.3625,0.0022,0.0048
17566,107069,89503,3542,12641,30075,2138286494.7252,1531014417437003949.2052,89504,16.2583,0.0052,0.0003
11091,35264,24173,32311,27566,10447,2133974796.6401,1537958168600957208.1445,24174,8.0779,0.0076,0.0007
27794,50974,23180,9427,20472,25731,2144942603.3936,1553228062405890857.8927,23181,9.0949,0.0061,0.0043
12267,22191,9924,15564,5614,32337,2177500241.0962,1551012817895845850.0249,9925,15.9323,0.0009,0.0166
8408,61312,52904,28581,1412,21359,2133180527.274,1537087699790821867.0594,52905,15.5409,0.0062,0.0004
19718,114382,94664,3465,16119,2079,2140536990.227,1541029761075780091.5633,94665,9.0326,0.0038,0.0003
23806,102195,78389,25350,27448,28309,2147289420.9863,1530337992237592204.6017,78390,17.9931,0.0031,0.0024
11867,88942,77075,13039,8507,26251,2151964942.0149,1541400541965587876.9357,77076,7.9748,0.0012,0.0037
2430,29033,26603,22229,5301,12773,2134970453.2361,1542862448477211717.7663,26604,6.3454,0.0062,0.0008
29366,113953,84587,23122,171,6628,2150748135.401,1537736632592396316.2062,84588,7.5812,0.0012,0.0033
27852,66615,38763,31371,30562,8193,2150796941.451,1543104336427905100.4776,38764,4.0007,0.0014,0.0029
32091,124263,92172,6932,1250,19969,2147095926.0745,1536803919612299171.6103,92173,13.2735,0.0024,0.0023
30498,125253,94755,2441,17366,26511,2152495408.5993,1529268765475633247.1568,94756,15.9367,0.0018,0.0042
11622,97824,86202,19406,32199,17492,2152556987.7906,1538273632240849615.6639,86203,14.142,0.0011,0.0031
10903,54171,43268,23135,18904,12398,2140070516.2377,1534154070077837842.8384,43269,17.2522,0.0045,0.0011
18001,36366,18365,4415,1890,25410,2147276319.5883,1537016743398147489.5235,18366,10.9621,0.0037,0.0045
19361,57781,38420,1719,11842,9144,2156281272.2694,1542651137934148721.8076,38421,9.7125,0.0028,0.0057
16029,93164,77135,22658,27383,14979,2152335259.5289,1544426075776531866.7196,77136,9.9459,0.0014,0.0046
7676,66641,58965,12103,12519,18927,2152822628.8735,1536685331746548102.7308,58966,7.8364,0.0005,0.0034
10486,52960,42474,2077,28504,14305,2149125587.1858,1541233442410351772.8178,42475,6.3614,0.0031,0.0035
26631,38463,11832,25309,28081,14390,2153211714.2568,1547817443159262592.6528,11833,8.9946,0.0035,0.0074
1251,27702,26451,11220,11972,26285,2145274182.5792,1550541625088297116.7122,26452,7.6943,0.005,0.0039
10662,45789,35127,6233,13605,21294,2158158489.3648,1541855038879277838.5395,35128,8.0011,0.0011,0.0067
13612,44074,30462,13019,28354,11800,2148793395.0896,1536590144486384855.316,30463,7.0994,0.0032,0.0042
18221,77838,59617,3270,15384,6262,2143279661.8542,1539100807357212794.9666,59618,8.3717,0.0029,0.0011
6183,49480,43297,20097,19002,20056,2151882671.1801,1539944241373713935.3656,43298,6.7224,0.0015,0.0026
19819,115983,96164,25001,18385,15627,2150168244.0092,1540883928487604475.5254,96165,9.0915,0.0011,0.0031
23804,33854,10050,29805,26305,17208,2141357157.3414,1511746221425916721.9001,10051,5.981,0.0083,0.0047
15411,102781,87370,27177,23840,32159,2158411702.9185,1544088347455021427.6966,87371,18.2217,0.0004,0.0056
1693,37963,36270,32656,6445,32553,2145678887.9427,1527263879553009706.0331,36271,10.9434,0.005,0.0025
9499,95794,86295,15384,5737,30501,2144879274.8125,1539202142729505961.97,86296,7.6031,0.0023,0.0015
29138,50965,21827,23693,1230,12955,2148387702.9043,1537074303700339483.4931,21828,7.8611,0.0031,0.0041
15160,95811,80651,30310,31364,13438,2141548986.1583,1533404618947044421.2654,80652,5.5895,0.0031,0.0008
28863,122298,93435,18267,17664,22977,2153195929.6166,1541747469649860169.8857,93436,13.3169,0.0007,0.0031
12891,25240,12349,14130,4542,9617,2140831907.2857,1536486630641025218.4245,12350,10.8212,0.007,0.0044
4743,8541,3798,12144,13096,15274,2109015412.2158,1551577737910954781.7002,3799,14.7693,0.0207,0.0039
27338,113518,86180,18729,27106,8717,2149943753.6345,1544686146027572040.2788,86181,5.4001,0.0023,0.0035
15432,80615,65183,15251,27679,4112,2134811952.7526,1535991572244361887.5843,65184,11.8437,0.0052,0.0002
16327,88423,72096,24175,5532,23625,2144196316.2576,1537824801975254243.1225,72097,14.2614,0.0025,0.001
26143,87401,61258,21090,22611,693,2150023716.2034,1544593024403040529.313,61259,2.8725,0.0013,0.0031
25484,59859,34375,9515,19821,28322,2146181196.7265,1536308310802405077.4932,34376,8.626,0.0024,0.0022
2778,20038,17260,9184,26464,1517,2137903421.4268,1540011154852570484.1655,17261,2.6985,0.0069,0.0019
20162,89797,69635,27253,941,4482,2142924473.6274,1537641034890434544.4583,69636,11.5822,0.0035,0.0013
14766,91794,77028,30401,13147,25033,2148756645.1738,1527751165662777376.2641,77029,12.7247,0.0024,0.0033
10563,88974,78411,10767,26866,9680,2145438499.4378,1542571691062879192.2078,78412,12.3992,0.0032,0.0021
16208,29352,13144,23425,6431,634,2153744697.5159,1546485498697470193.9044,13145,3.9646,0.0044,0.0074
14441,111147,96706,17841,6813,29966,2154183197.394,1532467905972172132.1443,96707,8.7547,0.0003,0.0035
15809,84724,68915,2536,31879,21330,2136545046.066,1521102804863133708.42,68916,24.5256,0.0069,0.0007
28976,95538,66562,22601,31141,28387,2148712365.018,1539065713942945680.5978,66563,9.1273,0.0018,0.0023
17526,43118,25592,22302,18940,26229,2128966254.6554,1525692061563495996.8092,25593,13.2246,0.0086,0.0007
16675,56071,39396,6920,24687,28564,2152331900.7924,1543598267285017467.9113,39397,12.0258,0.0027,0.0056
7657,17136,9479,30417,23510,25079,2125246376.6354,1548563439033775780.3127,9480,10.9417,0.0128,0.0006
16151,89605,73454,9488,794,18846,2147897191.9455,1540182299612807331.0869,73455,7.7079,0.0016,0.0018
23837,98480,74643,30543,4022,6980,2151870228.2178,1537809041330244573.1671,74644,5.0355,0.0011,0.0033
22290,105554,83264,7408,11042,31541,2146905002.6765,1539879629103212145.9091,83265,11.9946,0.0022,0.002
12719,42442,29723,8691,30776,22349,2152733621.1927,1551983930423252258.8462,29724,11.5616,0.0037,0.0054
9419,96677,87258,23481,6780,1844,2142799402.7389,1532768643720623588.0571,87259,8.1481,0.0026,0.001
13230,33034,19804,1849,24462,3410,2165846056.6465,1549062557738128129.2664,19805,10.3479,0.0022,0.0092
21826,48200,26374,8820,11206,12709,2155495404.6796,1536483337461577707.9129,26375,10.0765,0.001,0.0052
28364,67256,38892,15324,5534,5829,2143734620.1145,1538521089981137037.0966,38893,9.6942,0.0034,0.0023
7038,13603,6565,11546,23113,10034,2161859101.2636,1542787543674488876.9285,6566,8.1995,0.0052,0.0085
4097,89911,85814,28865,21832,9396,2154631616.0694,1537097725513440401.3114,85815,10.6516,0.0009,0.0039
27552,29291,1739,3588,24981,13117,2135497245.8506,1529462157008035224.1823,1740,3.8573,0.0118,0.0054
12666,46123,33457,32191,12065,31142,2156107240.8666,1543220154423654872.0116,33458,8.5987,0.0012,0.0056
16596,89723,73127,21897,13695,28362,2145230170.9324,1533470094097359870.3518,73128,6.2477,0.0023,0.0016
16273,83381,67108,9028,7391,16152,2143558603.4179,1537725830232822079.1907,67109,7.0228,0.0026,0.0007
30187,80291,50104,14389,15751,12439,2138527284.6699,1533019696541308462.3686,50105,10.5361,0.0044,0.002
18869,97843,78974,10442,6029,27903,2149298510.8427,1537977400538137372.0675,78975,4.4169,0.001,0.0024
7832,66864,59032,13127,13607,15845,2148048927.6193,1533105104059817493.3223,59033,12.5012,0.0019,0.0028
15673,107017,91344,8331,18697,12781,2154668294.3971,1535963191151215553.3993,91345,13.2573,0.0004,0.0038
6009,8172,2163,17286,17480,7888,2173758180.0906,1512684110731250497.2229,2164,8.4071,0.0058,0.0151
11450,49381,37931,5640,13399,6408,2146764177.136,1523114379365872112.1724,37932,7.867,0.0036,0.0033
13071,96190,83119,25023,28645,21792,2151127402.6643,1542619330328169535.4316,83120,9.8615,0.0015,0.0027
25419,33342,7923,8578,5640,7162,2125592820.5714,1542705556726539081.2797,7924,6.7385,0.0103,0.002
30588,66095,35507,18555,15569,29800,2141469270.391,1535882713886038705.5343,35508,6.1533,0.0042,0.0013
4578,75987,71409,18238,29954,10647,2145075575.7187,1546916873173819794.7137,71410,14.0339,0.0031,0.0025
20249,83663,63414,12975,10527,24116,2152523588.6191,1541480788181264223.4007,63415,6.8372,0.0009,0.0035
1525,97219,95694,27716,6176,7170,2143702335.1832,1539370851425644339.5938,95695,6.6326,0.0029,0.0009
2938,55691,52753,5980,21596,7451,2147683657.1323,1534767599427771012.2467,52754,8.5859,0.0029,0.0026
1641,5295,3654,31347,25212,23507,2139558610.5034,1540183347890521726.6319,3655,2.6129,0.0077,0.0042
8424,33254,24830,10472,18530,23681,2131104594.2896,1535755880915368231.1809,24831,9.3841,0.006,0.0001
28500,106444,77944,7433,25425,12704,2152321099.6595,1535333581266114774.6454,77945,11.136,0.0012,0.0036
9354,87579,78225,8962,220,17375,2146815981.7672,1533696199674920430.885,78226,7.6782,0.0019,0.0012
10055,27612,17557,28130,15063,9704,2153984054.1457,1555742138268861571.9068,17558,10.0786,0.0048,0.0066
26202,49187,22985,24222,5009,25295,2136915227.0496,1531458898921365949.3914,22986,3.6555,0.0055,0.0002
21765,121728,99963,22520,382,19919,2157080651.5933,1534867813816423047.96,99964,14.6948,0.0007,0.0055
29424,122944,93520,3724,11377,101,2144478093.5701,1533618458707584822.8425,93521,7.2954,0.0021,0.0007
15984,67013,51029,20361,29462,30667,2146703074.7753,1534846521704338339.646,51030,3.7851,0.003,0.0026
26597,48404,21807,4538,2230,12278,2134841939.6089,1529955252001089646.1553,21808,8.6824,0.007,0.0007
32678,62321,29643,7689,3348,25876,2128904523.1072,1538192091617245593.6288,29644,14.7232,0.0082,0.0006
14252,30745,16493,21134,10912,17890,2147066476.5192,1546574110903542622.4601,16494,4.5006,0.0045,0.0044
21289,56914,35625,26191,4237,30102,2162658702.9596,1530944748111435894.4646,35626,8.0751,0.0014,0.0063
30207,69101,38894,30108,12898,26823,2137795784.5489,1547883342334289282.3122,38895,16.1723,0.0054,0.0021
13216,77717,64501,3270,28977,31357,2138148057.2561,1528203302131451144.5489,64502,19.8985,0.0049,0.0016
25623,106097,80474,32362,10125,29061,2144763133.9909,1544301771439415704.1778,80475,8.0192,0.0028,0.0013
2083,9111,7028,31152,20617,2286,2155809323.105,1552696529345455087.2643,7029,5.179,0.004,0.0078
3393,65959,62566,529,20580,30020,2146060141.3213,1540600015261374943.419,62567,4.1936,0.0029,0.0021
1438,57253,55815,32736,32348,22,2145075148.7181,1540612302917587435.4672,55816,6.8475,0.0025,0.0015
27787,37220,9433,25194,25831,10510,2133279970.9749,1546314085328769960.4786,9434,5.0782,0.0075,0.002
7533,36090,28557,15223,23351,6878,2139962229.0257,1523455894715399082.9761,28558,11.7939,0.007,0.0026
6959,34942,27983,24114,27376,29467,2137330358.2973,1557447012950296357.5514,27984,18.4323,0.0074,0.0026
9414,72394,62980,30982,16080,4071,2146105986.2847,1537845711819665241.4095,62981,1.6844,0.0016,0.001
22704,50716,28012,20575,21248,31777,2136335483.6005,1543721810566094471.0772,28013,7.4668,0.006,0.0004
11695,33586,21891,3652,22729,13886,2149708856.9063,1547130011936679811.6186,21892,6.8874,0.0029,0.0045
19376,67754,48378,24136,6133,31566,2151680969.4432,1540806769008430781.0699,48379,5.7324,0.0012,0.0028
24171,57319,33148,26830,28,30911,2141985729.705,1538733978713565701.7991,33149,4.2242,0.0052,0.0028
7443,66596,59153,6699,11968,24177,2155634814.5162,1541914623387594716.6076,59154,9.8102,0.0019,0.0045
8542,64559,56017,31208,18453,9813,2143422590.7878,1549353922397780526.7365,56018,8.6316,0.0041,0.0017
21156,23862,2706,22089,3711,24367,2152568301.3184,1516033166916505966.3574,2707,3.2391,0.0053,0.0083
9318,104883,95565,22096,19992,20204,2141757633.1372,1536609999339865629.1745,95566,8.7418,0.0027,0.0002
9042,39888,30846,9999,6829,29320,2137093630.8101,1546344450454720090.7561,30847,18.9032,0.0072,0.0025
3039,73827,70788,4386,30091,9465,2152515045.6058,1537105733995346991.4492,70789,8.9321,0.0018,0.0035
3997,58395,54398,15905,7233,10331,2153836609.2181,1533646308731270424.0203,54399,8.3224,0.0013,0.0041
3319,38217,34898,23264,25966,29853,2155152031.4857,1532274373055381987.4954,34899,11.3767,0.0028,0.0061
16860,78746,61886,7299,1007,2607,2137619939.5311,1549505115592394018.8221,61887,16.8888,0.0056,0.0013
26621,74065,47444,27237,15546,622,2159816215.2412,1525403664497117588.4638,47445,16.3753,0.0026,0.0075
9090,45787,36697,24480,15829,6020,2147462701.5821,1533576903520834181.7868,36698,4.2798,0.0028,0.0025
2831,52178,49347,13251,1813,20094,2139665577.0502,1539348427379158133.3703,49348,8.3407,0.0044,0.0016
29128,122377,93249,13960,25012,11692,2148131013.4391,1536240121783564627.2845,93250,3.9696,0.0014,0.0013
11108,80514,69406,30676,7197,23593,2147121551.9733,1535012974216344050.2411,69407,9.8324,0.0032,0.002
11207,34433,23226,27635,20576,6836,2130203725.1083,1533840008138247194.4459,23227,9.9738,0.0068,0.0009
17166,63558,46392,9720,2534,14520,2154971141.9406,1548416510898722847.2944,46393,12.1296,0.002,0.0047
32427,36501,4074,23450,3964,15362,2126032069.6849,1518079736802721256.5819,4075,10.6489,0.0126,0.0031
24181,98310,74129,4320,223,22399,2152878006.0374,1522376164449627768.6387,74130,22.1247,0.0021,0.0055
12223,26636,14413,20865,14299,17698,2151390723.6217,1535203189537128065.9824,14414,9.6021,0.004,0.0048
23597,57292,33695,15370,1700,9398,2142948938.6078,1539255849417418042.0541,33696,8.7897,0.0044,0.0019
22374,112348,89974,15430,26389,26742,2144903621.2284,1539196400880132165.7503,89975,6.4394,0.0025,0.0009
20218,42971,22753,15974,20192,30542,2160171726.1555,1544292636309362411.9468,22754,7.7773,0.0013,0.0068
30507,59360,28853,21913,3455,24789,2151301419.899,1539100251755040602.655,28854,24.0958,0.002,0.004
2373,83019,80646,22330,27594,24855,2152671280.8835,1541713373289883701.1446,80647,6.0884,0.001,0.0031
28068,34947,6879,20997,28510,17527,2144824850.4081,1508200936182078974.7064,6880,5.5978,0.010,0.0102
12678,20507,7829,2430,21205,30520,2119419491.9088,1538823139587387945.4167,7830,9.5082,0.0107,0.0011
8446,70292,61846,16588,11995,22977,2152337086.678,1540825030998917749.3443,61847,4.3351,0.0007,0.0025
11571,24023,12452,4691,17263,23067,2151904795.6639,1564648982967331104.2198,12453,14.2017,0.0054,0.0072
30351,92226,61875,31122,5470,32496,2150809262.7234,1541862625425983678.1157,61876,9.4363,0.0019,0.0034
4493,41882,37389,27455,5735,25923,2151633907.6033,1526751239235984230.8545,37390,4.4176,0.002,0.0051
27209,118384,91175,14864,18702,22911,2151881701.0643,1538324230690885211.1298,91176,6.2911,0.0005,0.0027
24579,75039,50460,3271,31511,18032,2137987742.0885,1526428404912864264.9243,50461,14.9201,0.0052,0.0007
5326,89810,84484,14776,1616,6672,2152227514.7943,1540675814098109401.039,84485,3.9433,0.0005,0.0037
28324,71000,42676,4394,2545,27380,2145930225.6039,1525390646757349677.2848,42677,12.3384,0.0034,0.0029
3411,100572,97161,27849,18535,16010,2141802631.0074,1539902699784072123.7322,97162,7.8095,0.0036,0.0008
8023,40402,32379,14317,30903,1925,2149393922.0081,1514245403998441145.936,32380,16.6465,0.0039,0.0047
32592,76611,44019,5576,18013,20812,2144161783.3663,1545864598690159150.6363,44020,8.3926,0.0035,0.0019
10457,97596,87139,5805,27574,8723,2157586214.6705,1543349704842633875.8141,87140,19.9619,0.0005,0.0059
27050,96870,69820,14918,29789,21703,2150214830.7629,1535751324687393749.7159,69821,2.4819,0.0017,0.003
8424,44330,35906,15143,17246,2413,2159562382.6189,1535634605916472197.2557,35907,14.032,0.001,0.0059
5960,95238,89278,19073,3850,10006,2151849861.3864,1532678108850694069.715,89279,5.638,0.001,0.0034
26420,31265,4845,21546,14347,675,2097139263.26,1521197833965404856.2143,4846,13.4467,0.019,0.0015
15600,29750,14150,29237,6248,3271,2135564329.282,1527638139248671880.4141,14151,5.7157,0.0077,0.0028
9458,97410,87952,23764,12299,22545,2148481375.4189,1535680294489889455.7407,87953,10.1427,0.002,0.0025
6408,43027,36619,6366,18895,26785,2157490883.1319,1537097798367700010.3604,36620,11.2436,0.0016,0.006
26171,123185,97014,1427,11629,4705,2152671474.1006,1543951116045058774.0897,97015,13.6143,0.0005,0.0035
20371,28319,7948,1627,2811,14084,2145221925.1798,1545314183675361531.6073,7949,9.2517,0.0088,0.005
8158,57050,48892,23585,20781,3481,2151781005.1315,1537349631037823696.9203,48893,10.726,0.0016,0.0036
25680,61624,35944,24450,3905,17552,2134415609.06,1536000805766970660.216,35945,8.3932,0.0059,0.0004
2583,24728,22145,15016,15941,26384,2146074825.6865,1531304305030370495.349,22146,6.9225,0.0045,0.003
859,7864,7005,6885,3364,4752,2149466698.5585,1551369206970046220.6557,7006,12.1662,0.0058,0.0078
28252,44329,16077,10842,20557,17071,2134745692.9157,1533540163730753749.6368,16078,4.432,0.0067,0.0015
9418,40563,31145,5279,10237,31737,2153992389.726,1550188136983149153.7235,31146,7.3866,0.0031,0.0053
23286,42007,18721,29548,3875,3684,2146397690.5179,1530824515367092633.5938,18722,3.3938,0.0036,0.0043
7956,88453,80497,6775,16833,10744,2142548130.8107,1535138648589423546.3176,80498,7.4093,0.0033,0.0008
9456,107121,97665,23010,13545,24194,2145054086.434,1533421902423622049.9342,97666,15.2225,0.0029,0.0016
24365,89858,65493,17198,10702,12465,2153672827.1812,1532738404391506943.2606,65494,10.3097,0.0005,0.0034
32677,46692,14015,26668,31883,21939,2152711139.2283,1522976294747107425.6922,14016,8.1589,0.0045,0.0066
3624,7659,4035,13580,32518,6297,2124843945.7884,1555268085441522561.5122,4036,7.4698,0.0146,0.0065
15997,30553,14556,14026,11985,30456,2142051275.4586,1538624640253139374.962,14557,14.9591,0.0056,0.004
16404,110645,94241,2196,20450,14869,2145450271.2568,1539069945009099071.1859,94242,7.8259,0.0019,0.0014
2373,33793,31420,24680,32484,20135,2157545008.3627,1534113613342540621.5526,31421,6.4074,0.0003,0.0056
297,71411,71114,27990,31920,18274,2151989654.2525,1536067082954114249.595,71115,7.2522,0.0009,0.0028
4766,41228,36462,25815,9943,18921,2137563594.0902,1548486368568716338.5092,36463,11.3474,0.0061,0.0017
4933,13027,8094,26565,3792,16931,2156514659.7013,1560305636794470918.9504,8095,12.828,0.0075,0.0105
15279,105124,89845,7006,1887,18290,2150210338.4108,1536436631006738758.0506,89846,5.3698,0.0013,0.0035
10972,49633,38661,31335,12403,6413,2146232242.0007,1530101880562833112.4086,38662,3.0616,0.0029,0.0024
26092,123280,97188,13726,29375,12237,2150330416.7865,1536159389615567412.0647,97189,18.2682,0.0008,0.003
1176,25668,24492,27516,28802,1921,2149995687.1304,1534912668522760887.1879,24493,4.0675,0.0031,0.0052
